ph,dissolved_oxygen,turbidity,conductivity,bod,nitrates,total_coliform,latitude,longitude,wqi
5.346,4.612,4.24,696.308,5.724,15.996,0.212,24.445,82.022,49.79
8.133,4.592,9.555,1262.372,8.775,18.909,3.37,29.797,92.149,38.49
6.529,6.616,15.468,434.202,1.736,12.209,2.687,18.365,71.051,59.72
8.261,13.745,24.248,700.517,10.23,5.167,2.221,20.74,72.09,53.97
5.294,1.878,18.218,829.654,8.961,18.491,3.172,31.459,96.342,24.9
6.419,7.743,23.073,1012.256,2.935,15.529,4.138,19.201,85.045,45.72
7.428,3.332,19.079,1186.759,2.171,11.531,2.138,22.436,82.783,49.18
8.558,13.619,14.834,622.471,4.137,13.943,3.206,8.545,83.172,62.24
6.434,2.473,4.881,986.768,11.725,18.494,4.768,12.282,74.243,38.16
7.817,6.247,16.7,268.386,3.454,14.277,4.198,25.326,88.842,59.45
8.987,10.593,15.622,1402.34,5.745,7.431,2.13,27.358,70.459,54.52
7.771,10.159,15.101,605.435,0.845,14.289,3.224,23.73,84.626,67.71
6.048,6.495,12.296,1107.806,5.068,0.902,0.885,11.869,84.552,56.96
5.11,5.505,13.264,79.495,7.07,7.79,2.803,20.026,94.511,48.05
8.915,6.169,8.428,347.521,11.461,8.186,4.907,17.588,83.259,51.0
5.096,4.436,13.031,756.27,6.442,3.42,2.592,21.383,71.975,45.02
8.936,3.669,5.019,1323.466,9.92,0.559,4.638,31.499,84.61,44.48
7.38,7.28,20.149,814.52,6.792,2.754,2.037,28.948,70.649,51.78
9.226,4.491,4.726,1398.312,0.969,13.127,4.994,10.268,73.91,49.4
8.595,4.737,2.216,751.506,4.123,16.066,2.896,32.038,68.902,54.12
9.491,9.538,10.963,761.151,7.119,19.765,0.211,20.738,82.886,54.63
6.578,13.591,16.492,223.633,11.432,6.993,2.934,28.084,70.451,58.54
8.452,8.847,10.999,1213.852,10.38,12.028,1.373,11.781,81.612,54.16
6.809,2.001,6.991,408.1,3.126,18.749,0.162,26.109,95.055,55.56
7.159,1.983,13.998,1354.438,3.031,3.424,4.104,14.381,88.873,47.92
7.824,13.369,8.74,1370.695,2.813,14.381,1.379,19.836,70.245,68.48
8.932,4.865,23.328,1417.8,11.109,15.124,3.983,8.455,74.502,24.9
9.428,2.197,23.074,804.334,10.306,1.871,1.441,12.093,87.536,29.53
8.457,8.788,12.609,1031.786,9.411,17.239,0.972,10.486,93.946,52.05
6.88,9.107,8.264,1178.848,5.016,16.281,4.87,14.473,68.955,60.2
6.896,9.431,18.455,239.971,6.3,0.765,1.808,10.7,91.561,68.82
8.319,4.476,1.014,921.388,5.84,1.913,3.007,26.682,84.293,62.15
6.074,1.196,11.922,99.732,3.414,1.078,3.05,8.784,83.837,51.69
5.497,13.545,8.474,771.471,6.308,6.761,2.802,24.679,95.777,60.16
6.596,4.262,23.021,274.522,0.851,10.235,4.573,11.799,89.682,50.47
6.293,9.788,0.399,315.238,2.016,10.694,3.372,33.519,92.653,76.88
6.333,10.186,13.865,579.319,10.696,5.427,2.019,33.194,78.266,55.05
6.051,8.93,18.543,677.034,9.144,18.241,4.312,14.089,84.077,43.45
5.189,5.068,12.177,953.6,5.363,7.428,0.905,24.589,85.847,46.19
5.08,4.524,2.227,157.921,6.447,1.006,2.721,8.756,77.326,58.43
9.445,8.77,24.314,780.353,4.755,6.075,4.753,33.158,84.537,44.08
6.925,12.259,12.998,314.806,9.019,10.669,3.127,22.121,74.863,60.23
6.729,13.308,15.393,882.264,9.518,8.224,4.085,9.167,72.158,48.71
8.058,2.377,5.992,974.237,9.278,5.549,3.268,17.247,78.845,48.11
5.982,3.013,12.139,857.228,8.81,2.713,4.197,10.075,89.439,40.02
9.275,13.282,10.786,1120.528,2.852,16.401,4.722,18.609,94.569,53.79
8.539,10.575,1.965,536.633,4.387,19.923,1.365,26.088,81.274,72.36
5.402,12.479,2.743,1159.405,5.903,6.658,0.848,20.687,86.642,61.94
6.879,3.634,20.953,677.512,4.304,7.694,2.42,18.36,70.988,46.98
8.956,8.639,6.072,752.068,9.182,12.399,3.509,11.217,94.229,56.42
9.251,10.115,4.954,989.748,4.288,14.397,1.136,14.613,84.49,58.85
7.103,9.841,12.672,76.62,2.09,7.901,0.021,10.704,90.63,79.29
7.76,6.306,19.242,998.292,5.089,18.108,1.715,29.802,91.039,49.19
5.752,1.2,1.642,946.948,11.769,11.244,4.844,11.651,75.438,36.18
9.46,8.578,14.463,499.278,3.098,9.063,3.475,24.075,83.346,61.04
6.043,4.29,3.068,174.402,7.54,12.969,2.007,17.254,95.854,53.32
9.242,6.853,1.008,181.856,5.479,19.061,0.963,14.101,70.599,63.86
7.923,13.449,1.413,1388.674,1.317,15.912,1.78,25.266,87.808,71.36
7.735,6.187,20.871,1049.455,6.111,0.896,0.849,20.339,95.906,56.55
7.307,11.917,3.038,234.299,8.575,6.713,0.532,18.804,76.717,75.76
6.038,3.451,1.224,567.249,6.402,9.464,4.534,24.007,92.982,50.84
5.794,9.742,11.004,909.1,10.529,6.359,4.988,21.264,95.076,50.57
5.992,13.701,21.115,1261.579,3.823,14.034,0.821,16.194,89.666,51.85
5.839,2.325,6.634,113.308,1.492,16.543,0.273,23.095,74.709,58.95
8.508,1.108,10.601,393.118,11.271,14.654,1.649,26.076,77.686,43.94
6.576,6.637,1.094,1340.136,4.849,19.788,2.308,8.721,69.038,59.27
5.26,2.204,11.282,63.29,7.129,5.524,1.024,20.579,92.112,45.28
9.361,10.729,14.483,342.029,9.608,17.512,1.507,9.557,92.639,50.68
8.977,12.889,14.316,1440.585,4.23,15.356,1.004,13.033,86.349,54.04
9.175,6.642,8.377,939.433,8.736,7.307,3.871,23.134,78.223,45.62
9.477,4.363,7.957,429.423,2.057,14.709,3.563,31.387,70.228,53.5
5.783,6.647,2.755,147.137,3.85,2.171,3.175,31.836,89.839,71.25
6.783,10.405,9.233,90.877,2.164,15.808,1.936,9.888,89.069,73.5
8.412,1.118,2.577,404.88,9.829,10.693,4.545,19.316,94.465,43.51
8.132,8.663,19.188,1328.154,3.06,5.917,4.848,23.741,89.185,57.4
5.693,8.973,24.16,653.075,8.75,13.15,0.868,11.971,92.032,43.19
8.671,9.29,24.255,1094.483,11.348,12.868,1.115,28.667,89.633,41.95
6.01,4.146,21.64,1381.513,6.569,4.269,2.628,28.094,86.29,33.77
6.007,10.283,15.06,641.659,6.71,0.705,0.456,32.39,80.382,60.24
7.416,2.188,17.552,327.352,5.802,8.729,2.182,8.229,94.161,49.33
7.668,3.591,7.202,799.821,4.248,11.433,2.909,13.85,86.878,56.27
7.61,12.407,15.806,1366.721,5.97,17.544,2.61,30.334,79.552,53.91
5.412,10.603,11.446,1216.343,7.432,18.572,1.655,26.106,70.421,48.99
8.949,1.179,12.102,145.453,11.839,10.623,2.712,32.149,76.43,38.11
6.195,4.229,18.969,1054.231,11.284,15.101,4.794,9.544,83.768,30.51
5.583,3.787,7.12,879.251,10.415,8.842,1.03,24.118,75.993,46.76
8.999,4.52,8.019,1365.822,10.725,14.947,3.274,23.364,74.416,37.51
9.3,4.218,23.124,227.598,5.88,4.176,0.217,8.963,83.294,48.0
8.88,1.813,1.5,824.352,8.061,7.484,0.332,21.865,72.925,49.15
8.643,6.966,12.192,1325.221,10.793,12.721,2.759,24.457,91.212,45.69
7.949,10.526,22.829,644.534,5.019,0.461,0.525,13.165,82.047,62.65
7.479,8.888,15.298,748.893,11.56,14.477,0.112,15.38,84.642,56.85
5.391,9.747,13.706,152.168,5.282,16.727,0.858,25.289,72.274,58.24
6.838,2.055,6.319,453.308,7.412,8.043,2.824,20.644,77.413,48.83
6.677,13.369,8.648,520.535,8.663,9.014,3.517,31.166,79.893,60.09
6.169,11.9,21.316,1420.428,11.432,17.041,1.012,17.244,91.438,41.33
8.255,11.466,14.025,459.868,3.313,15.536,3.341,15.2,90.335,64.57
7.231,11.699,12.917,718.26,9.081,5.834,0.912,34.591,74.466,63.16
5.365,13.125,2.58,1023.391,6.489,6.547,3.067,32.601,85.869,59.09
5.991,8.075,0.499,285.166,3.588,13.61,2.06,8.783,75.06,71.31
8.075,3.604,24.096,755.341,9.431,11.308,3.269,28.81,96.659,34.05
5.343,9.018,9.487,1120.882,6.851,3.328,4.975,10.979,95.612,50.49
8.83,10.657,15.12,1306.94,8.101,6.268,4.689,8.742,84.335,44.53
7.228,10.593,2.085,958.076,4.213,18.01,0.021,15.39,88.268,74.18
7.163,7.779,17.11,1020.128,6.035,13.795,4.427,15.272,91.241,48.98
7.666,1.89,23.321,233.111,7.6,19.721,0.332,30.122,88.909,41.58
8.711,5.824,14.434,1421.376,5.156,15.364,4.765,27.188,88.295,38.85
6.565,12.97,3.24,242.232,2.781,18.845,1.409,34.503,95.798,75.37
8.051,8.598,14.585,1173.276,11.559,4.402,1.91,27.211,85.297,58.18
7.546,7.998,19.182,433.984,6.382,15.453,0.458,19.293,86.453,57.56
6.202,4.495,10.22,1403.71,8.94,0.502,0.561,26.871,92.629,47.73
8.954,5.79,22.008,1093.941,5.227,13.448,3.634,34.985,87.427,35.79
8.588,12.639,16.252,1143.03,4.584,9.439,4.722,27.174,89.255,51.23
7.963,9.664,22.491,367.636,5.182,7.001,3.054,28.565,74.791,62.5
8.828,11.236,15.625,692.408,5.206,17.262,3.579,33.336,78.767,53.44
8.903,6.906,3.369,945.829,6.758,17.1,3.81,11.069,72.272,52.51
8.188,9.193,7.811,1166.462,6.75,0.544,1.314,27.029,82.667,64.51
8.767,4.229,5.125,200.741,6.217,12.229,0.226,30.972,81.216,59.7
8.139,10.171,22.73,1445.43,2.05,7.42,0.009,33.768,96.918,63.28
8.061,6.559,19.034,1340.82,6.205,8.372,1.753,13.696,85.725,49.73
7.784,6.753,16.942,442.005,2.445,16.658,1.207,21.606,90.807,62.98
8.387,9.441,7.594,1243.002,1.951,6.266,0.312,26.375,77.686,71.22
5.714,13.172,4.683,801.57,11.225,18.867,0.898,14.682,92.115,57.48
8.964,1.832,18.936,719.619,7.457,3.675,0.622,24.213,85.837,39.36
8.923,11.722,11.907,505.929,8.084,13.288,4.574,14.955,88.213,49.57
5.132,4.801,5.722,892.404,5.121,13.475,0.701,17.003,76.538,48.05
8.716,6.771,15.454,1108.339,10.953,5.119,2.688,19.921,83.911,47.43
5.58,1.285,1.104,645.853,7.836,6.563,2.966,22.288,86.387,45.75
6.508,4.914,8.222,962.368,9.345,16.712,2.717,20.133,85.084,41.85
8.346,7.534,11.767,1064.004,4.738,15.26,0.495,21.316,94.541,59.01
5.723,1.73,3.784,1081.127,11.54,6.649,1.594,16.062,94.05,41.71
8.681,7.384,24.618,125.351,9.935,10.726,0.256,12.292,96.159,52.03
8.745,13.052,5.307,1296.634,10.32,1.327,1.978,9.278,87.355,60.15
7.284,2.37,3.346,714.467,2.48,4.254,0.943,13.291,96.186,67.77
5.029,10.938,5.168,430.503,3.616,9.768,2.808,23.712,92.142,66.55
6.292,6.326,19.25,400.559,3.785,1.811,3.464,29.225,75.854,55.81
7.776,9.517,10.695,750.37,3.615,16.882,2.661,12.57,80.396,66.15
9.415,4.383,14.179,1335.906,10.337,14.388,2.171,10.931,74.913,31.63
7.843,3.073,0.623,598.604,0.867,18.878,1.937,28.231,68.122,69.03
6.169,3.086,0.957,1137.102,1.375,13.9,4.208,16.239,73.453,54.12
7.853,1.916,11.201,190.387,3.65,18.814,1.097,33.69,68.118,53.19
7.43,3.413,20.435,740.282,2.799,11.135,3.671,27.287,88.875,47.24
8.509,9.635,22.142,1487.945,3.166,12.044,3.787,16.822,80.34,50.43
5.481,12.462,2.259,1167.135,9.676,19.542,2.096,15.818,77.065,54.34
8.425,11.584,13.505,355.266,6.976,12.878,1.487,22.14,90.09,59.17
7.436,9.907,22.839,777.09,0.566,0.713,2.353,10.137,92.142,73.98
9.333,2.436,9.761,388.756,5.437,14.504,0.466,11.177,96.284,47.17
6.538,4.759,20.756,643.863,5.191,18.119,0.23,12.748,86.618,46.18
7.847,5.027,3.429,1181.122,1.81,15.932,0.558,28.918,81.384,64.77
9.194,4.249,23.391,1168.276,8.276,11.718,0.936,21.874,76.853,31.06
5.461,7.695,18.81,380.746,8.574,13.459,2.521,8.285,74.447,43.33
9.218,7.962,23.539,1387.224,8.79,19.805,4.246,26.185,74.175,33.26
8.095,5.64,16.948,909.224,8.877,1.904,1.178,19.44,79.866,50.49
5.305,5.599,9.149,600.89,0.501,13.378,4.676,21.793,96.762,56.04
6.354,11.771,23.461,777.807,11.47,5.74,4.775,13.781,68.025,45.36
8.187,11.261,6.962,927.353,9.863,12.838,4.795,22.898,73.719,56.33
5.303,5.001,8.371,861.841,10.896,12.192,4.188,34.437,73.463,37.92
7.62,12.879,17.55,755.287,0.68,3.154,1.819,9.983,88.796,76.08
6.556,13.387,19.156,782.153,11.239,4.214,0.363,15.666,78.222,55.13
7.794,5.248,23.242,305.797,9.813,12.47,2.844,14.561,81.261,43.73
5.206,5.608,5.2,1228.463,10.128,2.652,2.793,14.711,72.31,45.8
8.922,7.573,19.97,835.552,1.573,5.377,4.25,18.225,79.745,54.86
9.381,13.235,18.49,240.066,8.996,16.721,4.98,30.089,70.993,45.21
9.36,12.392,1.688,1160.928,11.539,6.609,2.541,32.647,83.458,58.24
8.373,2.333,9.742,1402.044,8.303,9.812,1.726,13.46,70.84,41.41
5.585,6.105,7.141,1423.595,7.061,18.829,0.93,22.66,90.925,44.18
8.412,8.194,7.682,585.076,11.375,4.62,0.024,25.196,84.431,65.77
5.111,7.541,24.575,246.499,5.594,7.854,2.546,22.089,88.995,46.16
5.1,3.52,16.105,801.679,7.392,12.169,2.778,19.72,80.137,33.05
6.456,12.165,17.97,213.283,5.978,15.131,4.125,13.183,79.063,55.1
7.199,9.8,24.418,1404.282,11.228,18.043,2.523,21.182,70.848,43.73
8.467,11.893,9.492,316.19,1.375,18.318,4.582,18.833,83.192,70.24
8.075,12.164,20.066,416.51,6.263,15.555,3.14,29.48,82.921,53.82
7.007,10.729,10.92,639.623,8.4,4.644,4.202,28.617,81.575,61.74
6.231,6.71,21.751,605.588,9.607,0.594,0.742,11.618,89.475,48.35
9.487,8.937,4.598,1202.261,7.205,7.737,4.277,10.39,92.143,54.25
6.918,3.085,23.697,711.659,10.953,2.917,3.376,32.52,89.773,36.34
7.031,9.757,5.547,297.614,11.333,14.237,0.851,22.459,72.172,67.16
5.736,3.33,8.223,437.454,1.24,13.256,0.949,31.161,86.04,57.43
8.577,10.021,18.929,788.214,5.127,0.975,4.633,9.57,70.329,59.92
8.122,3.985,9.905,263.808,0.77,16.748,0.161,22.216,88.144,65.34
5.993,2.528,15.244,936.901,4.288,5.05,2.313,22.565,79.073,46.24
5.371,3.149,11.17,870.334,6.674,8.701,1.567,31.239,71.842,41.31
8.062,1.026,18.585,1086.318,10.974,13.392,3.325,10.635,92.999,27.66
7.945,10.344,5.785,1409.672,10.235,8.645,4.198,14.492,85.806,60.37
6.23,10.521,1.556,1372.769,1.966,8.882,1.802,18.977,78.287,72.72
9.279,7.694,7.568,1421.81,1.57,1.406,2.135,31.378,68.891,64.14
5.68,3.098,11.91,404.838,7.277,8.089,4.91,33.35,83.582,40.76
6.946,2.086,4.284,240.77,6.619,15.32,3.92,34.804,94.774,50.09
9.246,1.249,8.934,488.301,3.563,18.312,4.486,33.898,85.295,37.87
6.889,3.155,10.06,1347.874,10.844,8.329,2.194,8.16,96.178,43.76
7.873,12.581,1.529,1459.478,11.165,8.529,1.17,9.288,71.957,67.8
6.789,4.14,14.624,1296.021,5.13,14.082,2.059,11.985,84.481,46.53
6.234,5.606,22.12,209.526,10.738,18.861,3.58,17.419,91.146,38.66
9.428,2.369,3.878,1423.771,4.915,5.415,0.547,30.408,83.241,48.37
6.842,3.891,14.985,663.869,8.973,8.859,1.352,32.102,70.641,47.18
9.023,7.75,16.652,63.5,5.973,15.94,0.233,13.045,84.904,58.09
6.035,8.901,10.541,691.471,1.91,12.233,2.162,24.731,85.74,68.67
5.959,4.19,17.557,116.8,11.171,2.301,4.137,32.769,89.133,43.71
5.14,1.751,10.327,838.623,5.722,12.592,0.123,20.521,90.075,39.0
7.933,6.083,12.665,540.903,8.947,3.816,3.377,10.796,90.352,53.74
6.658,4.045,0.283,736.481,4.722,10.253,4.662,20.361,87.24,58.72
8.89,3.854,17.324,939.097,0.717,10.629,1.185,18.146,74.259,48.86
7.129,13.478,16.567,1309.762,1.656,17.536,3.468,23.597,79.723,60.06
9.357,9.012,1.056,1009.757,6.207,9.304,4.876,19.844,90.508,60.41
5.835,8.239,9.269,679.371,8.435,5.661,4.811,8.468,95.649,53.49
8.909,6.405,24.478,1238.17,4.349,4.696,1.175,34.838,70.289,47.43
8.495,6.576,10.576,1363.094,8.498,17.498,0.502,22.676,83.531,48.97
8.469,8.032,12.598,223.652,8.534,3.503,0.741,20.788,77.063,64.59
8.802,10.054,22.757,821.303,8.595,8.575,3.51,33.775,74.536,44.38
8.425,10.128,17.96,462.542,6.164,3.825,3.629,12.208,82.669,58.63
7.818,3.232,14.594,118.239,11.021,15.489,3.371,13.109,85.577,43.39
5.591,7.501,19.965,1019.393,6.126,9.54,1.68,29.816,68.283,45.55
5.146,6.355,21.623,1301.018,5.678,7.088,0.849,15.042,90.626,37.79
9.144,12.317,11.477,286.209,2.793,7.286,2.904,29.579,91.777,69.63
7.775,9.208,11.93,1228.0,4.038,17.059,2.418,15.331,96.0,62.87
8.584,7.923,9.713,1287.424,0.987,11.12,3.644,8.896,73.239,60.45
7.167,2.5,24.171,1375.794,7.786,14.386,2.207,21.959,85.242,30.1
5.528,8.873,17.459,434.663,3.358,17.951,1.693,13.311,80.372,56.0
5.563,2.524,2.172,1360.732,3.998,18.045,1.467,28.462,77.71,46.74
8.085,5.384,21.588,514.961,9.364,6.637,1.057,25.312,84.403,49.65
6.936,2.857,12.066,850.89,4.263,19.054,1.329,32.937,90.689,45.85
5.902,9.997,1.812,123.236,3.285,0.595,0.474,29.141,68.669,82.62
7.212,3.681,13.788,113.628,2.444,7.599,1.734,12.881,96.113,62.92
5.289,6.094,10.487,1094.541,9.411,17.926,0.183,29.604,91.487,39.48
7.619,12.644,21.956,694.496,1.992,5.565,0.932,25.327,89.783,68.18
6.21,3.656,5.179,421.624,5.718,5.534,3.734,26.062,90.051,55.7
8.589,7.601,20.679,326.1,6.33,6.122,1.627,30.471,79.283,54.96
6.397,6.451,13.986,1021.433,8.405,12.285,3.341,23.493,89.797,41.1
7.048,1.236,1.46,50.582,7.783,8.823,3.584,20.582,79.216,58.59
5.052,11.306,24.299,1218.542,9.823,14.562,2.906,25.189,94.062,34.75
5.326,1.898,12.864,164.912,1.015,17.909,4.793,16.045,73.139,44.01
6.766,7.165,7.343,327.66,3.909,13.517,0.107,12.93,76.478,68.18
7.16,8.289,11.788,610.043,3.722,4.169,3.693,24.648,83.989,68.85
7.7,9.17,21.461,753.045,2.179,18.66,4.794,14.314,77.257,57.11
6.312,9.952,7.692,564.743,3.826,5.363,4.311,10.158,80.303,65.38
8.127,4.293,4.898,515.033,4.062,3.083,0.839,8.015,82.28,65.99
8.871,1.13,3.314,1447.678,6.502,1.89,1.634,24.425,92.834,47.49
8.509,10.405,7.517,980.291,8.133,11.311,0.862,17.778,83.173,63.06
5.178,7.964,19.523,83.978,4.883,2.364,3.007,28.312,78.511,56.0
7.162,11.87,11.843,673.755,8.774,2.862,3.561,18.13,75.184,64.02
5.472,11.678,5.764,1318.763,4.366,6.071,1.585,21.122,79.852,61.97
6.089,11.963,4.238,487.111,3.838,5.705,2.698,18.991,82.956,72.46
9.44,7.306,8.385,187.107,6.724,12.124,3.455,25.566,89.637,56.97
5.641,5.337,23.504,1149.658,0.773,16.353,2.107,17.616,71.51,45.13
7.245,11.29,8.641,928.72,1.418,15.251,4.27,34.022,74.427,70.8
7.782,6.867,24.704,876.953,5.307,5.323,3.858,33.276,79.01,49.49
8.161,3.385,12.182,127.686,11.343,4.982,0.323,30.897,78.452,54.45
7.518,12.115,4.561,253.724,8.797,19.319,3.106,32.848,79.361,67.65
5.044,12.473,22.289,952.697,1.513,0.264,1.177,20.127,91.012,57.61
6.469,7.062,11.563,351.345,10.233,17.606,2.788,22.484,77.4,51.84
7.33,1.984,17.771,780.902,8.921,4.075,4.784,28.036,82.555,39.29
5.395,6.042,24.594,840.078,7.526,18.951,4.395,26.796,86.093,31.58
6.578,11.446,1.349,461.085,9.933,6.912,2.023,32.048,74.733,72.39
5.149,12.723,2.508,1425.216,5.147,8.863,1.458,27.341,88.842,60.16
5.354,3.645,18.039,1271.573,3.047,14.172,1.172,34.943,83.866,35.73
6.786,1.871,7.117,1097.442,6.388,11.795,2.663,17.41,80.957,44.46
5.597,12.406,4.689,163.091,6.812,6.427,0.571,30.491,91.484,72.46
7.554,6.062,1.08,203.889,6.691,11.121,2.746,26.836,75.061,68.35
8.103,8.043,0.644,764.533,6.998,14.641,0.007,26.667,93.612,69.61
8.603,13.585,19.385,283.034,11.41,0.942,1.619,16.798,84.27,60.25
5.901,1.865,3.447,1468.485,10.876,0.323,1.1,29.211,85.666,45.32
5.754,9.428,11.746,279.854,10.571,9.216,4.856,32.31,93.377,53.7
5.471,1.963,15.187,756.828,9.716,2.724,3.636,13.901,91.71,31.87
7.864,5.881,10.766,577.976,11.349,13.32,1.748,24.888,85.445,50.2
8.179,11.45,0.775,977.11,1.633,4.36,0.464,18.588,89.842,81.21
5.142,6.635,19.609,237.103,3.549,8.714,2.584,34.718,80.566,50.11
9.213,13.963,0.362,673.959,6.193,4.034,1.067,20.928,83.874,73.22
5.234,8.268,19.071,448.322,10.235,11.015,2.682,14.165,69.8,43.85
7.436,5.175,22.343,1337.24,6.309,2.409,4.177,18.31,70.606,43.06
8.191,3.861,10.878,108.849,9.102,0.56,3.079,25.654,92.053,53.69
8.919,5.557,13.435,1374.905,2.098,1.118,3.169,10.054,69.73,55.7
8.213,5.843,11.977,1257.842,3.403,19.09,2.705,24.297,72.913,53.33
8.608,1.893,9.791,481.478,8.915,2.931,4.636,33.143,91.079,44.36
6.528,5.804,22.197,1194.471,2.394,14.199,4.66,30.96,68.033,43.31
8.667,7.035,22.359,95.26,4.541,1.452,2.564,9.827,76.19,56.16
5.361,10.396,8.462,1451.955,3.546,2.252,1.529,34.822,84.937,62.32
9.027,9.537,15.415,813.563,4.523,10.227,2.298,26.866,85.268,60.42
7.464,10.214,23.18,489.757,8.646,9.351,0.933,12.382,90.537,59.19
8.678,1.109,24.055,575.746,4.73,19.036,3.182,8.335,82.672,29.31
7.035,3.83,12.773,146.288,6.886,18.902,2.5,12.625,82.773,49.85
7.896,9.602,11.375,1484.557,1.649,15.614,0.517,30.631,89.034,68.16
7.369,7.292,7.039,106.973,9.758,12.082,0.988,8.584,82.46,65.51
8.292,1.069,23.976,999.615,4.754,9.154,2.398,14.295,85.646,31.26
5.367,11.458,3.656,691.967,7.958,7.188,4.438,28.447,94.035,57.4
5.272,11.047,14.538,1425.929,8.842,18.947,2.832,23.825,79.642,38.94
6.112,8.129,7.136,406.7,2.911,12.098,3.408,29.134,79.169,65.11
5.718,1.864,7.047,821.526,10.674,11.624,1.695,28.146,68.103,38.24
8.923,10.965,10.184,749.417,7.587,4.715,2.857,9.366,85.789,58.92
5.986,8.588,24.97,1069.156,5.43,1.029,2.237,32.098,68.863,51.65
9.391,11.165,1.469,148.615,2.597,18.909,3.296,14.13,82.62,69.95
6.516,10.773,14.506,330.994,11.336,6.343,0.253,22.942,91.323,62.35
5.82,11.439,2.156,361.119,9.183,8.908,2.467,25.396,83.948,62.0
8.554,7.734,3.948,1120.319,2.892,2.381,1.48,12.553,75.819,71.73
7.964,2.824,11.045,324.251,4.384,16.755,1.631,34.358,90.799,48.91
7.242,9.725,12.81,881.563,9.811,0.65,4.805,21.18,75.822,59.21
7.499,9.066,6.544,362.104,8.5,16.696,0.913,9.556,89.258,69.24
8.236,10.649,7.98,1299.356,9.307,2.892,1.556,33.306,85.697,59.7
6.028,3.208,2.265,1416.169,5.574,17.743,2.549,23.829,72.93,46.04
9.484,3.535,7.65,801.815,8.739,14.622,4.315,26.878,94.249,38.1
9.387,12.575,24.167,560.848,4.945,3.377,2.083,22.18,73.819,50.08
7.926,10.75,23.623,389.384,2.93,11.36,3.719,30.538,96.698,60.99
5.898,12.807,8.438,122.182,7.776,6.322,4.282,8.895,68.212,57.24
8.061,10.863,14.314,439.325,11.724,3.647,1.55,15.246,75.641,63.39
5.325,8.763,22.749,998.642,4.072,17.198,1.964,20.681,73.796,44.65
5.138,9.504,0.254,823.745,5.801,8.13,1.783,10.068,68.406,61.23
6.16,12.559,20.286,1418.86,8.251,8.031,4.164,27.059,89.239,45.22
7.082,8.524,23.714,624.602,6.727,3.481,0.222,18.629,88.109,60.28
8.907,9.221,2.374,1056.102,10.199,7.723,1.542,15.362,90.978,60.85
8.272,3.034,4.12,759.518,9.26,17.445,3.397,8.091,75.444,46.91
8.342,7.161,24.023,793.236,1.17,7.326,2.827,27.435,80.886,54.9
6.915,10.313,13.485,438.273,11.982,19.037,2.181,30.513,87.114,55.15
6.557,4.522,0.453,709.679,9.153,18.932,2.7,18.666,80.753,48.35
6.67,3.629,6.515,732.638,10.435,2.983,0.988,23.234,88.222,56.78
9.444,5.08,11.304,1074.632,7.989,3.628,2.154,14.148,86.385,44.58
5.18,4.14,17.353,1413.928,10.347,17.267,2.509,24.799,71.325,26.84
8.902,3.794,18.356,527.516,1.792,7.916,4.506,8.328,90.65,48.6
7.604,6.523,24.886,111.191,4.499,0.187,1.304,21.193,88.9,65.62
6.974,12.802,7.259,769.628,10.579,5.55,4.339,25.394,87.019,62.11
8.264,7.592,13.502,839.469,2.819,11.993,3.221,32.791,72.498,60.37
7.19,3.443,13.38,294.239,1.4,16.005,0.102,18.296,75.772,61.81
8.93,2.001,10.201,1152.674,9.563,2.754,3.623,28.66,79.402,36.3
9.053,10.05,4.312,1478.147,10.108,2.3,0.178,24.138,76.118,62.32
6.898,5.976,24.439,1421.373,2.371,18.45,4.987,33.029,74.606,42.61
6.246,11.684,21.348,335.804,10.325,15.048,4.363,18.756,91.355,45.99
7.666,9.574,12.508,1319.277,8.398,11.837,1.487,16.616,86.509,54.06
9.106,11.351,15.121,1071.516,6.481,15.407,1.287,31.953,84.399,48.67
5.948,4.535,5.759,708.078,10.048,8.634,1.907,9.33,74.553,51.1
7.803,10.001,13.64,833.886,5.321,15.193,1.781,11.682,94.624,61.34
7.842,4.433,17.405,1281.92,2.731,7.499,1.862,10.225,73.544,52.82
8.299,13.208,12.928,746.196,3.776,4.957,1.591,30.764,91.054,66.92
5.592,9.273,24.758,591.151,6.309,14.607,3.106,8.286,96.034,43.2
8.221,5.219,15.322,765.209,6.61,8.451,0.821,31.265,89.086,50.52
9.091,4.504,9.337,889.738,9.764,19.629,4.23,20.184,96.793,37.41
5.809,3.482,19.327,324.163,9.601,7.055,4.062,8.109,86.88,35.05
6.069,10.03,4.345,1356.316,7.186,18.442,2.382,18.844,74.306,57.0
9.371,3.843,9.674,1027.571,9.479,18.666,4.264,13.044,73.911,33.59
5.814,8.739,8.739,968.24,2.705,4.913,1.236,24.859,77.412,70.11
8.845,4.44,10.852,194.27,1.076,15.985,0.088,26.343,68.207,62.95
7.215,9.606,19.566,926.052,10.547,8.718,3.096,21.163,87.769,48.58
6.113,11.594,12.156,225.393,1.369,18.359,2.29,9.094,75.791,69.73
8.918,11.114,19.871,164.112,3.337,9.057,2.836,25.715,91.64,59.31
7.004,10.891,14.455,814.601,8.496,14.912,4.497,30.735,78.416,51.59
7.317,3.44,8.618,634.039,5.209,9.393,4.85,27.449,81.919,51.92
6.617,2.149,20.268,903.775,10.578,4.633,3.172,30.409,96.005,37.08
7.668,10.086,6.033,179.372,3.927,4.067,3.82,13.414,75.023,81.03
